gene_name,gene_id,transcript_id
OTOP1,ENSG00000163982.5,ENST00000296358.4
S100P,ENSG00000163993.6,ENST00000296370.3
ABLIM2,ENSG00000163995.19,ENST00000447017.6
EXO5,ENSG00000164002.11,ENST00000372703.1
CLDN19,ENSG00000164007.10,ENST00000296387.5
C1orf50,ENSG00000164008.15,ENST00000372525.6
ERMAP,ENSG00000164010.14,ENST00000372517.7
ZNF691,ENSG00000164011.17,ENST00000372502.5
AIMP1,ENSG00000164022.16,ENST00000394701.4
SGMS2,ENSG00000164023.14,ENST00000394684.8
METAP1,ENSG00000164024.11,ENST00000296411.10
DNAJB14,ENSG00000164031.16,ENST00000442697.6
H2AFZ,ENSG00000164032.11,ENST00000296417.5
EMCN,ENSG00000164035.9,ENST00000296420.8
SLC9B1,ENSG00000164037.16,ENST00000296422.11
SLC9B2,ENSG00000164038.14,ENST00000394785.7
BDH2,ENSG00000164039.14,ENST00000296424.8
PGRMC2,ENSG00000164040.16,ENST00000520121.5
CDC25A,ENSG00000164045.11,ENST00000302506.7
CAMP,ENSG00000164047.4,ENST00000296435.2
ZNF589,ENSG00000164048.13,ENST00000354698.7
FBXW12,ENSG00000164049.14,ENST00000296438.9
PLXNB1,ENSG00000164050.12,ENST00000358536.8
CCDC51,ENSG00000164051.13,ENST00000395694.6
ATRIP,ENSG00000164053.20,ENST00000320211.9
SHISA5,ENSG00000164054.15,ENST00000296444.6
SPRY1,ENSG00000164056.10,ENST00000610581.4
BSN,ENSG00000164061.4,ENST00000296452.4
APEH,ENSG00000164062.12,ENST00000296456.9
INTU,ENSG00000164066.12,ENST00000335251.10
RNF123,ENSG00000164068.15,ENST00000327697.10
HSPA4L,ENSG00000164070.11,ENST00000296464.8
MFSD8,ENSG00000164073.10,ENST00000641686.1
CAMKV,ENSG00000164076.16,ENST00000477224.5
MON1A,ENSG00000164077.14,ENST00000296473.7
MST1R,ENSG00000164078.12,ENST00000296474.7
RAD54L2,ENSG00000164080.13,ENST00000409535.6
TEX264,ENSG00000164081.12,ENST00000415259.5
GRM2,ENSG00000164082.14,ENST00000395052.7
DUSP7,ENSG00000164086.9,ENST00000495880.1
POC1A,ENSG00000164087.7,ENST00000296484.6
PPM1M,ENSG00000164088.17,ENST00000409502.7
ETNPPL,ENSG00000164089.8,ENST00000296486.7
WDR82,ENSG00000164091.11,ENST00000296490.7
PITX2,ENSG00000164093.16,ENST00000306732.8
C4orf3,ENSG00000164096.12,ENST00000399075.6
PRSS12,ENSG00000164099.3,ENST00000296498.3
NDST3,ENSG00000164100.8,ENST00000296499.5
HMGB2,ENSG00000164104.11,ENST00000296503.9
SAP30,ENSG00000164105.3,ENST00000296504.3
SCRG1,ENSG00000164106.7,ENST00000296506.7
HAND2,ENSG00000164107.8,ENST00000359562.4
MAD2L1,ENSG00000164109.13,ENST00000296509.10
ANXA5,ENSG00000164111.14,ENST00000296511.9
TMEM155,ENSG00000164112.13,ENST00000643663.1
ADAD1,ENSG00000164113.10,ENST00000296513.6
MAP9,ENSG00000164114.18,ENST00000311277.8
GUCY1A1,ENSG00000164116.16,ENST00000296518.11
FBXO8,ENSG00000164117.13,ENST00000393674.6
CEP44,ENSG00000164118.12,ENST00000457424.6
HPGD,ENSG00000164120.13,ENST00000296522.10
ASB5,ENSG00000164122.8,ENST00000296525.7
C4orf45,ENSG00000164123.6,ENST00000434826.2
TMEM144,ENSG00000164124.10,ENST00000296529.10
FAM198B,ENSG00000164125.15,ENST00000393807.9
NPY1R,ENSG00000164128.6,ENST00000296533.2
NPY5R,ENSG00000164129.11,ENST00000515560.1
NAA15,ENSG00000164134.12,ENST00000296543.9
IL15,ENSG00000164136.16,ENST00000296545.11
FAM160A1,ENSG00000164142.15,ENST00000435205.5
ARFIP1,ENSG00000164144.15,ENST00000451320.6
ICE1,ENSG00000164151.11,ENST00000296564.8
HHIP,ENSG00000164161.9,ENST00000296575.7
ANAPC10,ENSG00000164162.13,ENST00000613466.4
ABCE1,ENSG00000164163.10,ENST00000296577.8
OTUD4,ENSG00000164164.16,ENST00000454497.6
LSM6,ENSG00000164167.11,ENST00000296581.10
TMEM184C,ENSG00000164168.7,ENST00000296582.7
PRMT9,ENSG00000164169.12,ENST00000322396.6
ITGA2,ENSG00000164171.10,ENST00000296585.9
MOCS2,ENSG00000164172.18,ENST00000396954.7
SLC45A2,ENSG00000164175.14,ENST00000296589.8
EDIL3,ENSG00000164176.12,ENST00000296591.9
TMEM161B,ENSG00000164180.13,ENST00000514135.5
ELOVL7,ENSG00000164181.13,ENST00000508821.5
NDUFAF2,ENSG00000164182.10,ENST00000296597.9
ZNF474,ENSG00000164185.5,ENST00000296600.4
LMBRD2,ENSG00000164187.6,ENST00000296603.4
RANBP3L,ENSG00000164188.8,ENST00000502994.5
NIPBL,ENSG00000164190.17,ENST00000282516.12
RNF180,ENSG00000164197.11,ENST00000389100.8
ADGRV1,ENSG00000164199.17,ENST00000405460.8
SLC25A46,ENSG00000164209.16,ENST00000355943.7
STARD4,ENSG00000164211.12,ENST00000296632.7
PGGT1B,ENSG00000164219.9,ENST00000419445.5
F2RL2,ENSG00000164220.6,ENST00000296641.4
CCDC112,ENSG00000164221.12,ENST00000379611.9
ANKRD33B,ENSG00000164236.11,ENST00000296657.6
CMBL,ENSG00000164237.8,ENST00000296658.3
C5orf63,ENSG00000164241.13,ENST00000535381.5
PRRC1,ENSG00000164244.20,ENST00000512635.2
F2RL1,ENSG00000164251.4,ENST00000296677.4
AGGF1,ENSG00000164252.12,ENST00000312916.11
WDR41,ENSG00000164253.13,ENST00000296679.8
PRDM9,ENSG00000164256.10,ENST00000296682.3
NDUFS4,ENSG00000164258.11,ENST00000296684.9
SCGB3A2,ENSG00000164265.8,ENST00000296694.4
SPINK1,ENSG00000164266.10,ENST00000296695.9
HTR4,ENSG00000164270.17,ENST00000360693.7
ESM1,ENSG00000164283.12,ENST00000381405.4
GRPEL2,ENSG00000164284.14,ENST00000329271.7
CDC20B,ENSG00000164287.12,ENST00000381375.6
ARSK,ENSG00000164291.16,ENST00000380009.8
RHOBTB3,ENSG00000164292.12,ENST00000379982.7
GPX8,ENSG00000164294.13,ENST00000503787.5
TIGD6,ENSG00000164296.6,ENST00000296736.3
SPZ1,ENSG00000164299.6,ENST00000296739.5
SERINC5,ENSG00000164300.16,ENST00000507668.6
ENPP6,ENSG00000164303.10,ENST00000296741.6
CAGE1,ENSG00000164304.15,ENST00000502583.5
CASP3,ENSG00000164305.18,ENST00000308394.8
PRIMPOL,ENSG00000164306.10,ENST00000314970.10
ERAP1,ENSG00000164307.12,ENST00000296754.7
ERAP2,ENSG00000164308.16,ENST00000437043.7
CMYA5,ENSG00000164309.14,ENST00000446378.2
EGFLAM,ENSG00000164318.17,ENST00000354891.7
CFAP97,ENSG00000164323.13,ENST00000458385.6
TMEM174,ENSG00000164325.7,ENST00000296776.5
CARTPT,ENSG00000164326.4,ENST00000296777.4
RICTOR,ENSG00000164327.12,ENST00000296782.9
TENT2,ENSG00000164329.13,ENST00000453514.5
EBF1,ENSG00000164330.16,ENST00000313708.10
ANKRA2,ENSG00000164331.9,ENST00000296785.7
UBLCP1,ENSG00000164332.7,ENST00000296786.7
FAM170A,ENSG00000164334.15,ENST00000613773.4
UTP15,ENSG00000164338.9,ENST00000296792.8
TLR3,ENSG00000164342.12,ENST00000296795.7
KLKB1,ENSG00000164344.15,ENST00000264690.10
NSA2,ENSG00000164346.9,ENST00000610426.4
GFM2,ENSG00000164347.17,ENST00000296805.7
TERT,ENSG00000164362.19,ENST00000310581.9
SLC6A18,ENSG00000164363.9,ENST00000324642.3
CCDC127,ENSG00000164366.3,ENST00000296824.3
FOXQ1,ENSG00000164379.6,ENST00000296839.4
ACSL6,ENSG00000164398.12,ENST00000379264.6
IL3,ENSG00000164399.4,ENST00000296870.2
CSF2,ENSG00000164400.5,ENST00000296871.3
SEPT8,ENSG00000164402.13,ENST00000378719.6
SHROOM1,ENSG00000164403.14,ENST00000378679.7
GDF9,ENSG00000164404.8,ENST00000378673.2
UQCRQ,ENSG00000164405.10,ENST00000378670.7
LEAP2,ENSG00000164406.7,ENST00000296877.2
GJB7,ENSG00000164411.11,ENST00000525899.5
SLC35A1,ENSG00000164414.17,ENST00000369552.8
GRIK2,ENSG00000164418.20,ENST00000421544.6
CGAS,ENSG00000164430.15,ENST00000370315.3
FABP7,ENSG00000164434.11,ENST00000356535.4
TLX3,ENSG00000164438.5,ENST00000296921.5
TXLNB,ENSG00000164440.14,ENST00000358430.7
CITED2,ENSG00000164442.9,ENST00000537332.2
CALHM4,ENSG00000164451.13,ENST00000405399.5
TBXT,ENSG00000164458.9,ENST00000296946.6
CREBRF,ENSG00000164463.12,ENST00000296953.6
DCBLD1,ENSG00000164465.18,ENST00000296955.12
SFXN1,ENSG00000164466.12,ENST00000321442.9
SAMD3,ENSG00000164483.16,ENST00000457563.6
TMEM200A,ENSG00000164484.11,ENST00000392429.1
IL22RA2,ENSG00000164485.14,ENST00000296980.6
DACT2,ENSG00000164488.11,ENST00000366795.3
PDSS2,ENSG00000164494.11,ENST00000369037.8
SPATA48,ENSG00000164500.6,ENST00000297001.6
STXBP5,ENSG00000164506.14,ENST00000321680.10
HIST1H2AA,ENSG00000164508.4,ENST00000297012.4
IL31RA,ENSG00000164509.13,ENST00000447346.6
ANKRD55,ENSG00000164512.17,ENST00000341048.8
RAET1E,ENSG00000164520.11,ENST00000357183.8
PI16,ENSG00000164530.14,ENST00000373674.3
TBX20,ENSG00000164532.10,ENST00000408931.3
DAGLB,ENSG00000164535.14,ENST00000297056.10
KIAA0895,ENSG00000164542.12,ENST00000297063.10
STK17A,ENSG00000164543.6,ENST00000319357.5
TRA2A,ENSG00000164548.10,ENST00000297071.8
GALNT10,ENSG00000164574.15,ENST00000297107.10
SAP30L,ENSG00000164576.11,ENST00000297109.10
RPS14,ENSG00000164587.12,ENST00000401695.8
HCN1,ENSG00000164588.6,ENST00000303230.5
MYOZ3,ENSG00000164591.13,ENST00000297130.4
COG5,ENSG00000164597.13,ENST00000297135.7
NEUROD6,ENSG00000164600.6,ENST00000297142.3
BMT2,ENSG00000164603.11,ENST00000297145.8
GPR85,ENSG00000164604.12,ENST00000297146.7
SLU7,ENSG00000164609.9,ENST00000297151.8
RP9,ENSG00000164610.8,ENST00000297157.7
PTTG1,ENSG00000164611.12,ENST00000393964.1
CAMLG,ENSG00000164615.4,ENST00000297156.3
BMPER,ENSG00000164619.9,ENST00000297161.6
RELL2,ENSG00000164620.8,ENST00000297164.7
KCNK5,ENSG00000164626.8,ENST00000359534.3
KIF6,ENSG00000164627.17,ENST00000287152.11
ZNF12,ENSG00000164631.18,ENST00000405858.5
SLC29A4,ENSG00000164638.10,ENST00000396872.7
TEX47,ENSG00000164645.2,ENST00000297203.2
STEAP1,ENSG00000164647.8,ENST00000297205.6
CDCA7L,ENSG00000164649.19,ENST00000406877.7
SP8,ENSG00000164651.16,ENST00000418710.2
MIOS,ENSG00000164654.15,ENST00000340080.8
KIAA1324L,ENSG00000164659.14,ENST00000450689.6
USP49,ENSG00000164663.14,ENST00000394253.7
SYTL3,ENSG00000164674.15,ENST00000611299.4
IQUB,ENSG00000164675.10,ENST00000466202.5
HEY1,ENSG00000164683.16,ENST00000337919.9
ZNF704,ENSG00000164684.13,ENST00000327835.7
FABP5,ENSG00000164687.10,ENST00000297258.10
SHH,ENSG00000164690.7,ENST00000297261.6
TAGAP,ENSG00000164691.17,ENST00000367066.7
COL1A2,ENSG00000164692.17,ENST00000297268.10
FNDC1,ENSG00000164694.16,ENST00000297267.13
CHMP4C,ENSG00000164695.4,ENST00000297265.4
SLC13A4,ENSG00000164707.15,ENST00000354042.8
PGAM2,ENSG00000164708.5,ENST00000297283.3
BRI3,ENSG00000164713.9,ENST00000297290.3
LMTK2,ENSG00000164715.5,ENST00000297293.5
SLC35G3,ENSG00000164729.7,ENST00000297307.6
CTSB,ENSG00000164733.20,ENST00000353047.10
SOX17,ENSG00000164736.5,ENST00000297316.4
DLC1,ENSG00000164741.14,ENST00000276297.8
ADCY1,ENSG00000164742.15,ENST00000297323.11
C8orf48,ENSG00000164743.4,ENST00000297324.4
SUN3,ENSG00000164744.12,ENST00000297325.8
C7orf57,ENSG00000164746.13,ENST00000348904.3
HNF4G,ENSG00000164749.11,ENST00000396423.2
PEX2,ENSG00000164751.14,ENST00000357039.8
RAD21,ENSG00000164754.14,ENST00000297338.6
SLC30A8,ENSG00000164756.12,ENST00000456015.6
MED30,ENSG00000164758.7,ENST00000297347.7
TNFRSF11B,ENSG00000164761.8,ENST00000297350.8
SBSPON,ENSG00000164764.10,ENST00000297354.6
PHKG1,ENSG00000164776.9,ENST00000452681.6
EN2,ENSG00000164778.4,ENST00000297375.4
KCNV1,ENSG00000164794.8,ENST00000524391.5
CSMD3,ENSG00000164796.17,ENST00000297405.9
SPIDR,ENSG00000164808.16,ENST00000297423.8
ORC5,ENSG00000164815.10,ENST00000297431.8
DEFA5,ENSG00000164816.7,ENST00000330590.3
DNAAF5,ENSG00000164818.15,ENST00000297440.10
DEFA4,ENSG00000164821.4,ENST00000297435.2
DEFA6,ENSG00000164822.4,ENST00000297436.2
OSGIN2,ENSG00000164823.10,ENST00000451899.6
DEFB1,ENSG00000164825.3,ENST00000297439.3
SUN1,ENSG00000164828.17,ENST00000401592.5
OXR1,ENSG00000164830.18,ENST00000442977.6
TMEM74,ENSG00000164841.4,ENST00000297459.3
GPR146,ENSG00000164849.9,ENST00000397095.2
GPER1,ENSG00000164850.14,ENST00000397092.5
UNCX,ENSG00000164853.8,ENST00000316333.8
TMEM184A,ENSG00000164855.15,ENST00000297477.9
NOS3,ENSG00000164867.10,ENST00000297494.7
SPAG11B,ENSG00000164871.17,ENST00000398462.6
MICALL2,ENSG00000164877.18,ENST00000297508.7
CA3,ENSG00000164879.6,ENST00000285381.2
INTS1,ENSG00000164880.15,ENST00000404767.7
CDK5,ENSG00000164885.12,ENST00000485972.5
SLC4A2,ENSG00000164889.13,ENST00000485713.5
SLC7A13,ENSG00000164893.8,ENST00000297524.7
FASTK,ENSG00000164896.19,ENST00000297532.10
TMUB1,ENSG00000164897.12,ENST00000392818.7
FMC1,ENSG00000164898.12,ENST00000297534.6
GBX1,ENSG00000164900.4,ENST00000297537.4
PHAX,ENSG00000164902.13,ENST00000297540.4
ALDH7A1,ENSG00000164904.17,ENST00000409134.7
FOXK1,ENSG00000164916.10,ENST00000328914.4
COX6C,ENSG00000164919.10,ENST00000520468.6
OSR2,ENSG00000164920.9,ENST00000457907.3
YWHAZ,ENSG00000164924.17,ENST00000395957.6
BAALC,ENSG00000164929.16,ENST00000309982.9
FZD6,ENSG00000164930.11,ENST00000358755.4
CTHRC1,ENSG00000164932.12,ENST00000330295.9
SLC25A32,ENSG00000164933.11,ENST00000297578.8
DCAF13,ENSG00000164934.13,ENST00000297579.9
DCSTAMP,ENSG00000164935.6,ENST00000297581.2
TP53INP1,ENSG00000164938.13,ENST00000342697.4
INTS8,ENSG00000164941.13,ENST00000523731.5
VIRMA,ENSG00000164944.11,ENST00000297591.9
FREM1,ENSG00000164946.19,ENST00000422223.6
GEM,ENSG00000164949.7,ENST00000297596.2
PDP1,ENSG00000164951.15,ENST00000396200.3
TMEM67,ENSG00000164953.15,ENST00000453321.7
WASHC5,ENSG00000164961.15,ENST00000318410.11
RPP25L,ENSG00000164967.9,ENST00000297613.4
FAM219A,ENSG00000164970.14,ENST00000445726.5
C9orf24,ENSG00000164972.12,ENST00000297623.6
SNAPC3,ENSG00000164975.15,ENST00000380821.7
MYORG,ENSG00000164976.8,ENST00000297625.7
NUDT2,ENSG00000164978.17,ENST00000379158.6
TMEM65,ENSG00000164983.7,ENST00000297632.7
PSIP1,ENSG00000164985.14,ENST00000380733.8
CCDC171,ENSG00000164989.16,ENST00000380701.7
UBAP1,ENSG00000165006.13,ENST00000625521.2
DIRAS2,ENSG00000165023.6,ENST00000375765.4
SYK,ENSG00000165025.14,ENST00000375754.8
NIPSNAP3B,ENSG00000165028.11,ENST00000374762.3
ABCA1,ENSG00000165029.15,ENST00000374736.7
NFIL3,ENSG00000165030.3,ENST00000297689.3
LETM2,ENSG00000165046.12,ENST00000379957.8
METTL2B,ENSG00000165055.15,ENST00000262432.12
PRKACG,ENSG00000165059.7,ENST00000377276.4
FXN,ENSG00000165060.12,ENST00000643639.1
ZMAT4,ENSG00000165061.14,ENST00000297737.10
NKX6-3,ENSG00000165066.12,ENST00000524115.2
TMEM71,ENSG00000165071.14,ENST00000356838.7
MAMDC2,ENSG00000165072.9,ENST00000377182.4
PRSS37,ENSG00000165076.13,ENST00000350549.7
CPA6,ENSG00000165078.12,ENST00000297770.9
C8orf34,ENSG00000165084.15,ENST00000518698.5
TMC1,ENSG00000165091.16,ENST00000297784.9
ALDH1A1,ENSG00000165092.12,ENST00000297785.7
KDM1B,ENSG00000165097.14,ENST00000297792.9
HGSNAT,ENSG00000165102.14,ENST00000379644.8
RASEF,ENSG00000165105.9,ENST00000376447.3
GKAP1,ENSG00000165113.12,ENST00000376371.6
KIF27,ENSG00000165115.14,ENST00000297814.6
C9orf64,ENSG00000165118.14,ENST00000376344.7
HNRNPK,ENSG00000165119.20,ENST00000376263.7
SSMEM1,ENSG00000165120.4,ENST00000297819.3
SVEP1,ENSG00000165124.17,ENST00000374469.5
TRPV6,ENSG00000165125.19,ENST00000359396.7
LLCFC1,ENSG00000165131.6,ENST00000409607.3
ANKS6,ENSG00000165138.17,ENST00000353234.4
FBP1,ENSG00000165140.10,ENST00000415431.5
TMEM246,ENSG00000165152.8,ENST00000374851.1
ZHX1,ENSG00000165156.14,ENST00000297857.3
CFAP47,ENSG00000165164.13,ENST00000378653.7
CYBB,ENSG00000165168.7,ENST00000378588.4
DYNLT3,ENSG00000165169.10,ENST00000378578.8
METTL27,ENSG00000165171.10,ENST00000297873.8
MID1IP1,ENSG00000165175.15,ENST00000614558.2
C9orf84,ENSG00000165181.16,ENST00000374287.7
CXorf58,ENSG00000165182.11,ENST00000379211.7
KIAA1958,ENSG00000165185.14,ENST00000536272.5
PTCHD1,ENSG00000165186.11,ENST00000379361.4
RNF183,ENSG00000165188.13,ENST00000478815.1
ASB11,ENSG00000165192.13,ENST00000480796.5
PCDH19,ENSG00000165194.15,ENST00000373034.8
PIGA,ENSG00000165195.15,ENST00000333590.5
VEGFD,ENSG00000165197.4,ENST00000297904.3
OR1Q1,ENSG00000165202.3,ENST00000297913.3
OR1K1,ENSG00000165204.3,ENST00000277309.3
STRBP,ENSG00000165209.18,ENST00000447404.6
CLDN3,ENSG00000165215.6,ENST00000395145.3
GAPVD1,ENSG00000165219.21,ENST00000394105.6
CARD19,ENSG00000165233.17,ENST00000375464.6
WNK2,ENSG00000165238.16,ENST00000297954.8
ATP7A,ENSG00000165240.19,ENST00000341514.10
ZNF367,ENSG00000165244.6,ENST00000375256.4
NLGN4Y,ENSG00000165246.14,ENST00000339174.9
HDX,ENSG00000165259.13,ENST00000297977.9
NDUFB6,ENSG00000165264.10,ENST00000379847.7
AQP7,ENSG00000165269.12,ENST00000297988.5
NOL6,ENSG00000165271.16,ENST00000297990.8
AQP3,ENSG00000165272.15,ENST00000297991.5
TRMT10B,ENSG00000165275.9,ENST00000297994.3
VCP,ENSG00000165280.15,ENST00000358901.10
PIGO,ENSG00000165282.13,ENST00000378617.3
STOML2,ENSG00000165283.15,ENST00000356493.9
BRWD3,ENSG00000165288.10,ENST00000373275.4
SLITRK5,ENSG00000165300.7,ENST00000325089.7
MELK,ENSG00000165304.7,ENST00000298048.6
ARMC3,ENSG00000165309.13,ENST00000298032.9
OTUD1,ENSG00000165312.6,ENST00000376495.4
ARHGAP12,ENSG00000165322.17,ENST00000344936.6
DEUP1,ENSG00000165325.13,ENST00000298050.7
HECTD2,ENSG00000165338.16,ENST00000446394.5
SLC7A3,ENSG00000165349.11,ENST00000374299.7
FBXO33,ENSG00000165355.7,ENST00000298097.7
INTS6L,ENSG00000165359.15,ENST00000370752.4
GPR101,ENSG00000165370.1,ENST00000298110.1
CLDN2,ENSG00000165376.10,ENST00000541806.5
LRFN5,ENSG00000165379.13,ENST00000298119.8
LRRC18,ENSG00000165383.11,ENST00000374160.7
SPTSSA,ENSG00000165389.6,ENST00000298130.4
WRN,ENSG00000165392.9,ENST00000298139.5
MARCH8,ENSG00000165406.15,ENST00000453424.6
TSHR,ENSG00000165409.17,ENST00000541158.6
CFL2,ENSG00000165410.14,ENST00000298159.10
SUGT1,ENSG00000165416.14,ENST00000343788.10
GTF2A1,ENSG00000165417.11,ENST00000553612.5
ZCCHC24,ENSG00000165424.6,ENST00000372336.3
PGM2L1,ENSG00000165434.7,ENST00000298198.4
PHYHIPL,ENSG00000165443.11,ENST00000373880.8
SLC16A9,ENSG00000165449.11,ENST00000395348.7
FOLR2,ENSG00000165457.13,ENST00000298223.10
INPPL1,ENSG00000165458.13,ENST00000298229.6
PHOX2A,ENSG00000165462.5,ENST00000298231.5
MBL2,ENSG00000165471.6,ENST00000373968.3
GJB2,ENSG00000165474.6,ENST00000645189.1
CRYL1,ENSG00000165475.14,ENST00000298248.11
REEP3,ENSG00000165476.13,ENST00000373758.4
HEPACAM,ENSG00000165478.6,ENST00000298251.4
SKA3,ENSG00000165480.15,ENST00000314759.5
MICU2,ENSG00000165487.13,ENST00000382374.8
DDIAS,ENSG00000165490.12,ENST00000533655.5
PCF11,ENSG00000165494.11,ENST00000298281.8
PKNOX2,ENSG00000165495.15,ENST00000298282.13
RPL10L,ENSG00000165496.4,ENST00000298283.4
LRR1,ENSG00000165501.16,ENST00000298288.10
RPL36AL,ENSG00000165502.6,ENST00000298289.6
DNAAF2,ENSG00000165506.14,ENST00000298292.12
DEPP1,ENSG00000165507.8,ENST00000298295.3
MAGEC3,ENSG00000165509.13,ENST00000298296.1
ZNF22,ENSG00000165512.4,ENST00000298299.3
KLHDC2,ENSG00000165516.10,ENST00000298307.9
EML5,ENSG00000165521.15,ENST00000554922.5
NEMF,ENSG00000165525.17,ENST00000298310.9
RPUSD4,ENSG00000165526.8,ENST00000298317.8
ARF6,ENSG00000165527.6,ENST00000298316.6
TTC8,ENSG00000165533.18,ENST00000614125.4
TMEM63C,ENSG00000165548.10,ENST00000298351.4
NGB,ENSG00000165553.4,ENST00000298352.4
NOXRED1,ENSG00000165555.9,ENST00000380835.6
CDX2,ENSG00000165556.9,ENST00000381020.7
AMER2,ENSG00000165566.12,ENST00000515384.1
AKR1E2,ENSG00000165568.17,ENST00000298375.11
KBTBD6,ENSG00000165572.7,ENST00000379485.1
SSX5,ENSG00000165583.14,ENST00000311798.5
SSX3,ENSG00000165584.15,ENST00000298396.6
OTX2,ENSG00000165588.16,ENST00000339475.9
FAAH2,ENSG00000165591.6,ENST00000374900.4
DRGX,ENSG00000165606.8,ENST00000374139.6
NUDT5,ENSG00000165609.12,ENST00000491614.5
DACT1,ENSG00000165617.14,ENST00000335867.4
OXGR1,ENSG00000165621.8,ENST00000298440.5
UCMA,ENSG00000165623.9,ENST00000378681.7
BEND7,ENSG00000165626.17,ENST00000341083.7
ATP5F1C,ENSG00000165629.19,ENST00000356708.11
PRPF18,ENSG00000165630.13,ENST00000378572.7
TAF3,ENSG00000165632.7,ENST00000344293.5
VSTM4,ENSG00000165633.12,ENST00000332853.8
VDAC2,ENSG00000165637.13,ENST00000313132.8
SOHLH1,ENSG00000165643.10,ENST00000425225.1
COMTD1,ENSG00000165644.10,ENST00000372538.7
SLC18A2,ENSG00000165646.13,ENST00000298472.10
PDZD8,ENSG00000165650.11,ENST00000334464.6
ZNF503,ENSG00000165655.16,ENST00000372524.4
ABRAXAS2,ENSG00000165660.7,ENST00000298492.5
QSOX2,ENSG00000165661.16,ENST00000358701.9
FAM204A,ENSG00000165669.13,ENST00000369183.8
NSD1,ENSG00000165671.20,ENST00000439151.6
PRDX3,ENSG00000165672.6,ENST00000298510.3
ENOX2,ENSG00000165675.16,ENST00000338144.7
GHITM,ENSG00000165678.20,ENST00000372134.5
CLEC1B,ENSG00000165682.14,ENST00000298527.10
SNAPC4,ENSG00000165684.4,ENST00000298532.2
TMEM52B,ENSG00000165685.8,ENST00000381923.6
PMPCA,ENSG00000165688.11,ENST00000371717.7
ENTR1,ENSG00000165689.16,ENST00000357365.7
FRMD7,ENSG00000165694.9,ENST00000298542.8
AK8,ENSG00000165695.9,ENST00000298545.3
SPACA9,ENSG00000165698.15,ENST00000372136.7
TSC1,ENSG00000165699.14,ENST00000298552.8
GFI1B,ENSG00000165702.14,ENST00000339463.7
HPRT1,ENSG00000165704.14,ENST00000298556.7
BORCS5,ENSG00000165714.10,ENST00000314565.8
FAM69B,ENSG00000165716.10,ENST00000371692.8
ZMYND19,ENSG00000165724.5,ENST00000298585.2
STOX1,ENSG00000165730.15,ENST00000298596.10
RET,ENSG00000165731.18,ENST00000355710.7
DDX21,ENSG00000165732.12,ENST00000354185.8
BMS1,ENSG00000165733.7,ENST00000374518.5
STK32C,ENSG00000165752.16,ENST00000298630.7
JCAD,ENSG00000165757.8,ENST00000375377.1
OR4K2,ENSG00000165762.3,ENST00000641885.1
FUNDC2,ENSG00000165775.17,ENST00000369498.7
PIP4P1,ENSG00000165782.10,ENST00000398020.6
METTL17,ENSG00000165792.17,ENST00000382985.8
SLC39A2,ENSG00000165794.9,ENST00000298681.4
NDRG2,ENSG00000165795.23,ENST00000556147.5
RNASE7,ENSG00000165799.4,ENST00000298690.4
ARHGEF40,ENSG00000165801.9,ENST00000298694.8
NSMF,ENSG00000165802.22,ENST00000371475.8
ZNF219,ENSG00000165804.15,ENST00000360947.7
C12orf50,ENSG00000165805.9,ENST00000298699.6
CASP7,ENSG00000165806.19,ENST00000369321.6
PPP1R36,ENSG00000165807.7,ENST00000298705.5
BTNL9,ENSG00000165810.16,ENST00000327705.13
CCDC186,ENSG00000165813.19,ENST00000369287.7
VWA2,ENSG00000165816.12,ENST00000392982.7
METTL3,ENSG00000165819.11,ENST00000298717.8
SALL2,ENSG00000165821.11,ENST00000614342.1
PRAP1,ENSG00000165828.14,ENST00000433452.5
TRUB1,ENSG00000165832.5,ENST00000298746.4
ERICH6B,ENSG00000165837.11,ENST00000298738.2
CYP2C19,ENSG00000165841.10,ENST00000371321.8
ZFYVE1,ENSG00000165861.13,ENST00000556143.5
C10orf82,ENSG00000165863.16,ENST00000588184.1
HSPA12A,ENSG00000165868.14,ENST00000635765.1
FRAT1,ENSG00000165879.8,ENST00000371021.4
UBTD1,ENSG00000165886.4,ENST00000370664.3
ANKRD2,ENSG00000165887.11,ENST00000307518.9
E2F7,ENSG00000165891.15,ENST00000322886.11
ISCA2,ENSG00000165898.13,ENST00000556816.5
LARGE2,ENSG00000165905.17,ENST00000531526.5
PACSIN3,ENSG00000165912.15,ENST00000539589.5
TTC7B,ENSG00000165914.14,ENST00000328459.10
SLC39A13,ENSG00000165915.13,ENST00000362021.8
PSMC3,ENSG00000165916.8,ENST00000619920.4
RAPSN,ENSG00000165917.9,ENST00000298854.6
AGBL2,ENSG00000165923.15,ENST00000525123.5
TC2N,ENSG00000165929.12,ENST00000435962.6
CPSF2,ENSG00000165934.12,ENST00000298875.8
SMCO2,ENSG00000165935.9,ENST00000416383.5
MOAP1,ENSG00000165943.4,ENST00000556883.1
IFI27L1,ENSG00000165948.10,ENST00000555523.5
IFI27,ENSG00000165949.12,ENST00000612813.4
SERPINA12,ENSG00000165953.9,ENST00000341228.2
CLMN,ENSG00000165959.11,ENST00000298912.8
PDZRN4,ENSG00000165966.15,ENST00000402685.6
SLC6A5,ENSG00000165970.11,ENST00000525748.5
CCDC38,ENSG00000165972.12,ENST00000344280.7
NELL1,ENSG00000165973.18,ENST00000298925.9
