gene_name,gene_id,transcript_id
PPP2R5D,ENSG00000112640.14,ENST00000485511.5
MRPL2,ENSG00000112651.11,ENST00000388752.7
PTK7,ENSG00000112655.15,ENST00000481273.5
SRF,ENSG00000112658.7,ENST00000265354.5
CUL9,ENSG00000112659.13,ENST00000252050.8
DNPH1,ENSG00000112667.12,ENST00000230431.10
DUSP22,ENSG00000112679.14,ENST00000419235.6
EXOC2,ENSG00000112685.13,ENST00000230449.8
COX7A2,ENSG00000112695.11,ENST00000370081.6
TMEM30A,ENSG00000112697.15,ENST00000230461.10
GMDS,ENSG00000112699.10,ENST00000380815.4
SENP6,ENSG00000112701.17,ENST00000447266.6
IMPG1,ENSG00000112706.11,ENST00000369950.7
VEGFA,ENSG00000112715.21,ENST00000372055.8
PRPF4B,ENSG00000112739.16,ENST00000337659.10
TTK,ENSG00000112742.9,ENST00000369798.6
SLC29A1,ENSG00000112759.17,ENST00000393844.5
WISP3,ENSG00000112761.20,ENST00000368666.6
BTN2A1,ENSG00000112763.16,ENST00000312541.9
LAMA4,ENSG00000112769.18,ENST00000230538.11
TENT5A,ENSG00000112773.15,ENST00000320172.10
CLIC5,ENSG00000112782.16,ENST00000185206.11
FBRSL1,ENSG00000112787.13,ENST00000434748.2
ENPP5,ENSG00000112796.9,ENST00000371383.6
LY86,ENSG00000112799.8,ENST00000379953.6
PRSS16,ENSG00000112812.15,ENST00000230582.7
MEP1A,ENSG00000112818.9,ENST00000230588.8
TBX18,ENSG00000112837.16,ENST00000369663.9
ERBIN,ENSG00000112851.14,ENST00000506030.5
PCDHB2,ENSG00000112852.6,ENST00000194155.6
HARS2,ENSG00000112855.15,ENST00000230771.8
NUDT12,ENSG00000112874.9,ENST00000230792.6
CEP72,ENSG00000112877.7,ENST00000264935.5
MAN2A1,ENSG00000112893.9,ENST00000261483.4
SEMA5A,ENSG00000112902.11,ENST00000382496.9
C7,ENSG00000112936.18,ENST00000313164.9
TENT4A,ENSG00000112941.13,ENST00000631941.2
GHR,ENSG00000112964.13,ENST00000620156.4
HMGCS1,ENSG00000112972.14,ENST00000325110.10
DAP,ENSG00000112977.15,ENST00000432074.2
NME5,ENSG00000112981.4,ENST00000265191.3
BRD8,ENSG00000112983.17,ENST00000254900.9
KIF20A,ENSG00000112984.11,ENST00000394894.7
NNT,ENSG00000112992.16,ENST00000264663.9
MRPS30,ENSG00000112996.10,ENST00000507110.5
HSPA9,ENSG00000113013.13,ENST00000297185.8
MRPS27,ENSG00000113048.16,ENST00000513900.5
PFDN1,ENSG00000113068.9,ENST00000261813.8
HBEGF,ENSG00000113070.7,ENST00000230990.6
SLC4A9,ENSG00000113073.14,ENST00000507527.1
LOX,ENSG00000113083.13,ENST00000231004.4
GZMK,ENSG00000113088.5,ENST00000231009.2
CDH9,ENSG00000113100.9,ENST00000231021.8
APBB3,ENSG00000113108.19,ENST00000354402.9
TMCO6,ENSG00000113119.12,ENST00000252100.6
SPARC,ENSG00000113140.10,ENST00000231061.8
IK,ENSG00000113141.17,ENST00000417647.6
HMGCR,ENSG00000113161.15,ENST00000287936.8
COL4A3BP,ENSG00000113163.16,ENST00000644072.1
FAF2,ENSG00000113194.12,ENST00000261942.6
HAND1,ENSG00000113196.2,ENST00000231121.2
PCDHB3,ENSG00000113205.5,ENST00000231130.3
PCDHB5,ENSG00000113209.8,ENST00000231134.7
PCDHB6,ENSG00000113211.5,ENST00000231136.3
PCDHB7,ENSG00000113212.6,ENST00000231137.5
PDE8B,ENSG00000113231.13,ENST00000264917.9
CLK4,ENSG00000113240.12,ENST00000316308.8
PCDHB15,ENSG00000113248.5,ENST00000231173.5
HAVCR1,ENSG00000113249.12,ENST00000625904.2
GRM6,ENSG00000113262.15,ENST00000231188.9
ITK,ENSG00000113263.12,ENST00000422843.7
RNF130,ENSG00000113269.13,ENST00000521389.5
THG1L,ENSG00000113272.13,ENST00000231198.11
ARSB,ENSG00000113273.16,ENST00000264914.9
CLINT1,ENSG00000113282.13,ENST00000523908.5
THBS4,ENSG00000113296.14,ENST00000350881.6
CNOT6,ENSG00000113300.11,ENST00000393356.5
IL12B,ENSG00000113302.4,ENST00000231228.2
BTNL8,ENSG00000113303.11,ENST00000340184.8
TTC1,ENSG00000113312.10,ENST00000231238.9
MSH3,ENSG00000113318.9,ENST00000265081.6
RASGRF2,ENSG00000113319.12,ENST00000265080.8
GABRG2,ENSG00000113327.16,ENST00000414552.6
CCNG1,ENSG00000113328.18,ENST00000340828.6
POLR3G,ENSG00000113356.11,ENST00000399107.5
DROSHA,ENSG00000113360.16,ENST00000511367.6
CDH6,ENSG00000113361.12,ENST00000265071.2
LMNB1,ENSG00000113368.11,ENST00000261366.9
ARRDC3,ENSG00000113369.8,ENST00000265138.3
GOLPH3,ENSG00000113384.13,ENST00000265070.6
SUB1,ENSG00000113387.11,ENST00000265073.8
NPR3,ENSG00000113389.15,ENST00000265074.12
FAM172A,ENSG00000113391.18,ENST00000395965.7
SLC27A6,ENSG00000113396.12,ENST00000262462.8
TARS,ENSG00000113407.13,ENST00000455217.6
IRX4,ENSG00000113430.9,ENST00000613726.4
LNPEP,ENSG00000113441.15,ENST00000231368.9
PDE4D,ENSG00000113448.18,ENST00000340635.10
RAD1,ENSG00000113456.18,ENST00000382038.6
BRIX1,ENSG00000113460.12,ENST00000336767.5
AGXT2,ENSG00000113492.13,ENST00000231420.10
PRLR,ENSG00000113494.16,ENST00000618457.4
SLC12A7,ENSG00000113504.20,ENST00000264930.9
IL4,ENSG00000113520.10,ENST00000231449.6
RAD50,ENSG00000113522.13,ENST00000378823.7
IL5,ENSG00000113525.9,ENST00000231454.5
ST8SIA4,ENSG00000113532.12,ENST00000231461.9
GNPDA1,ENSG00000113552.15,ENST00000508177.5
PCDH12,ENSG00000113555.5,ENST00000231484.3
SKP1,ENSG00000113558.18,ENST00000353411.10
NUP155,ENSG00000113569.15,ENST00000231498.7
PPP2CA,ENSG00000113575.9,ENST00000481195.5
FGF1,ENSG00000113578.17,ENST00000621536.4
NR3C1,ENSG00000113580.14,ENST00000231509.7
C5orf15,ENSG00000113583.7,ENST00000231512.4
PPWD1,ENSG00000113593.11,ENST00000261308.9
LIFR,ENSG00000113594.9,ENST00000263409.8
TRIM23,ENSG00000113595.14,ENST00000231524.13
TRAPPC13,ENSG00000113597.17,ENST00000438419.6
C9,ENSG00000113600.10,ENST00000263408.4
SEC24A,ENSG00000113615.12,ENST00000398844.6
TXNDC15,ENSG00000113621.14,ENST00000358387.8
TTC33,ENSG00000113638.13,ENST00000337702.4
RARS,ENSG00000113643.8,ENST00000231572.7
WWC1,ENSG00000113645.14,ENST00000521089.5
H2AFY,ENSG00000113648.16,ENST00000511689.5
TCERG1,ENSG00000113649.11,ENST00000296702.9
DPYSL3,ENSG00000113657.12,ENST00000343218.9
SMAD5,ENSG00000113658.17,ENST00000545279.5
CSNK1A1,ENSG00000113712.17,ENST00000515768.5
HMGXB3,ENSG00000113716.12,ENST00000502717.5
ERGIC1,ENSG00000113719.15,ENST00000393784.7
PDGFRB,ENSG00000113721.13,ENST00000261799.8
CDX1,ENSG00000113722.16,ENST00000231656.12
ATP6V0E1,ENSG00000113732.8,ENST00000519374.5
BNIP1,ENSG00000113734.17,ENST00000231668.13
STC2,ENSG00000113739.10,ENST00000265087.8
CPEB4,ENSG00000113742.12,ENST00000265085.9
HRH2,ENSG00000113749.7,ENST00000377291.2
DBN1,ENSG00000113758.13,ENST00000292385.9
ZNF346,ENSG00000113761.11,ENST00000503039.1
UNC5A,ENSG00000113763.11,ENST00000329542.8
EHHADH,ENSG00000113790.10,ENST00000231887.7
CNTN3,ENSG00000113805.8,ENST00000263665.6
SMC4,ENSG00000113810.15,ENST00000357388.7
SELENOK,ENSG00000113811.10,ENST00000495461.5
ACTR8,ENSG00000113812.13,ENST00000335754.7
TBCCD1,ENSG00000113838.12,ENST00000424280.5
TIMMDC1,ENSG00000113845.9,ENST00000494664.5
CRBN,ENSG00000113851.14,ENST00000231948.8
KNG1,ENSG00000113889.13,ENST00000644859.2
HRG,ENSG00000113905.4,ENST00000232003.4
BCL6,ENSG00000113916.17,ENST00000406870.6
HGD,ENSG00000113924.11,ENST00000283871.9
CLDN16,ENSG00000113946.3,ENST00000264734.2
ARL6,ENSG00000113966.9,ENST00000463745.5
NPHP3,ENSG00000113971.19,ENST00000337331.9
CD86,ENSG00000114013.15,ENST00000330540.6
AMOTL2,ENSG00000114019.14,ENST00000514516.5
NIT2,ENSG00000114021.11,ENST00000394140.8
FAM162A,ENSG00000114023.15,ENST00000477892.5
OGG1,ENSG00000114026.21,ENST00000302036.11
KPNA1,ENSG00000114030.12,ENST00000344337.10
PCCB,ENSG00000114054.13,ENST00000469217.5
UBE3A,ENSG00000114062.19,ENST00000397954.6
ARMC8,ENSG00000114098.17,ENST00000481646.5
CEP70,ENSG00000114107.8,ENST00000264982.7
RBP2,ENSG00000114113.6,ENST00000232217.6
RBP1,ENSG00000114115.9,ENST00000232219.6
SLC25A36,ENSG00000114120.12,ENST00000324194.10
GRK7,ENSG00000114124.2,ENST00000264952.2
RNF7,ENSG00000114125.13,ENST00000273480.3
TFDP2,ENSG00000114126.17,ENST00000489671.5
XRN1,ENSG00000114127.10,ENST00000264951.8
KAT2B,ENSG00000114166.7,ENST00000263754.4
BCHE,ENSG00000114200.9,ENST00000264381.7
SERPINI2,ENSG00000114204.14,ENST00000616363.4
PDCD10,ENSG00000114209.14,ENST00000392750.6
LRRC31,ENSG00000114248.9,ENST00000316428.9
WNT5A,ENSG00000114251.14,ENST00000264634.8
PFKFB4,ENSG00000114268.11,ENST00000232375.7
COL7A1,ENSG00000114270.17,ENST00000328333.12
FGF12,ENSG00000114279.13,ENST00000454309.6
PRKAR2A,ENSG00000114302.15,ENST00000265563.12
HES1,ENSG00000114315.3,ENST00000232424.3
USP4,ENSG00000114316.12,ENST00000265560.8
ACAP2,ENSG00000114331.13,ENST00000326793.10
ECT2,ENSG00000114346.13,ENST00000392692.7
GNAT1,ENSG00000114349.9,ENST00000232461.7
GNAI2,ENSG00000114353.16,ENST00000313601.10
TFG,ENSG00000114354.13,ENST00000240851.8
USP9Y,ENSG00000114374.12,ENST00000338981.7
HYAL1,ENSG00000114378.16,ENST00000266031.8
TUSC2,ENSG00000114383.9,ENST00000232496.4
NPRL2,ENSG00000114388.12,ENST00000232501.7
RPL24,ENSG00000114391.12,ENST00000394077.7
CYB561D2,ENSG00000114395.10,ENST00000418577.1
C3orf14,ENSG00000114405.10,ENST00000494481.5
FXR1,ENSG00000114416.17,ENST00000357559.8
CBLB,ENSG00000114423.20,ENST00000264122.8
BBX,ENSG00000114439.18,ENST00000325805.12
IFT57,ENSG00000114446.4,ENST00000264538.3
GNB4,ENSG00000114450.9,ENST00000232564.7
HHLA2,ENSG00000114455.13,ENST00000357759.9
IQCG,ENSG00000114473.13,ENST00000265239.10
GBE1,ENSG00000114480.12,ENST00000429644.6
MORC1,ENSG00000114487.9,ENST00000232603.9
UMPS,ENSG00000114491.13,ENST00000232607.6
NCBP2,ENSG00000114503.10,ENST00000321256.9
SNX4,ENSG00000114520.10,ENST00000251775.8
C3orf52,ENSG00000114529.12,ENST00000431717.6
FRMD4B,ENSG00000114541.14,ENST00000398540.7
SLC41A3,ENSG00000114544.16,ENST00000315891.10
ROPN1B,ENSG00000114547.9,ENST00000514116.5
PLXNA1,ENSG00000114554.11,ENST00000393409.2
ATP6V1A,ENSG00000114573.9,ENST00000273398.7
ABTB1,ENSG00000114626.17,ENST00000232744.12
PODXL2,ENSG00000114631.10,ENST00000342480.6
UPK1B,ENSG00000114638.7,ENST00000264234.7
CSPG5,ENSG00000114646.9,ENST00000383738.6
KLHL18,ENSG00000114648.11,ENST00000232766.5
SCAP,ENSG00000114650.19,ENST00000265565.9
EFCC1,ENSG00000114654.7,ENST00000436022.2
KIAA1257,ENSG00000114656.11,ENST00000265068.9
NEK11,ENSG00000114670.13,ENST00000383366.8
MRPL3,ENSG00000114686.8,ENST00000264995.7
PLSCR4,ENSG00000114698.14,ENST00000354952.6
HEMK1,ENSG00000114735.9,ENST00000434410.5
CISH,ENSG00000114737.15,ENST00000443053.6
MAPKAPK3,ENSG00000114738.10,ENST00000446044.5
ACVR2B,ENSG00000114739.13,ENST00000352511.4
WDR48,ENSG00000114742.13,ENST00000302313.9
COMMD2,ENSG00000114744.8,ENST00000473414.5
GORASP1,ENSG00000114745.13,ENST00000319283.7
PEX5L,ENSG00000114757.18,ENST00000467460.5
RRP9,ENSG00000114767.6,ENST00000232888.6
ABCC5,ENSG00000114770.16,ENST00000334444.10
AADAC,ENSG00000114771.13,ENST00000232892.11
ABHD14B,ENSG00000114779.19,ENST00000483233.5
EIF1B,ENSG00000114784.3,ENST00000232905.3
ARHGEF26,ENSG00000114790.12,ENST00000356448.8
KLHL24,ENSG00000114796.15,ENST00000454652.6
PLCH1,ENSG00000114805.17,ENST00000340059.11
VIPR1,ENSG00000114812.12,ENST00000325123.4
DNAH1,ENSG00000114841.17,ENST00000420323.6
SSR3,ENSG00000114850.6,ENST00000467789.5
ZBTB47,ENSG00000114853.13,ENST00000232974.10
TNNC1,ENSG00000114854.7,ENST00000232975.7
NKTR,ENSG00000114857.17,ENST00000232978.12
CLCN2,ENSG00000114859.15,ENST00000265593.8
FOXP1,ENSG00000114861.20,ENST00000615603.4
EIF4G1,ENSG00000114867.20,ENST00000424196.5
SPCS1,ENSG00000114902.13,ENST00000619898.4
NEK4,ENSG00000114904.12,ENST00000233027.9
SLC4A3,ENSG00000114923.16,ENST00000273063.10
INO80D,ENSG00000114933.15,ENST00000403263.5
EEF1B2,ENSG00000114942.13,ENST00000392222.6
ADAM23,ENSG00000114948.12,ENST00000264377.7
DGUOK,ENSG00000114956.19,ENST00000264093.8
MOB1A,ENSG00000114978.17,ENST00000396049.4
KANSL3,ENSG00000114982.17,ENST00000431828.5
LMAN2L,ENSG00000114988.11,ENST00000377079.8
RTKN,ENSG00000114993.16,ENST00000272430.9
TTL,ENSG00000114999.7,ENST00000233336.6
IL1A,ENSG00000115008.5,ENST00000263339.3
CCL20,ENSG00000115009.12,ENST00000358813.4
PIKFYVE,ENSG00000115020.16,ENST00000264380.8
KCNIP3,ENSG00000115041.12,ENST00000295225.9
FAHD2A,ENSG00000115042.9,ENST00000233379.8
NCL,ENSG00000115053.15,ENST00000322723.8
ACTR1B,ENSG00000115073.7,ENST00000289228.6
SLC35F5,ENSG00000115084.13,ENST00000245680.6
ZAP70,ENSG00000115085.13,ENST00000264972.9
ACTR3,ENSG00000115091.11,ENST00000263238.6
STEAP3,ENSG00000115107.19,ENST00000393110.6
EPB41L5,ENSG00000115109.13,ENST00000263713.9
TFCP2L1,ENSG00000115112.7,ENST00000263707.5
SF3B6,ENSG00000115128.6,ENST00000233468.4
TP53I3,ENSG00000115129.13,ENST00000238721.8
DNAJC27,ENSG00000115137.11,ENST00000264711.6
POMC,ENSG00000115138.10,ENST00000405623.5
STAM2,ENSG00000115145.9,ENST00000263904.4
OTOF,ENSG00000115155.17,ENST00000272371.6
GPD2,ENSG00000115159.15,ENST00000310454.10
CENPA,ENSG00000115163.14,ENST00000335756.8
CYTIP,ENSG00000115165.9,ENST00000264192.7
ACVR1,ENSG00000115170.13,ENST00000263640.7
TANC1,ENSG00000115183.14,ENST00000263635.7
SLC30A3,ENSG00000115194.10,ENST00000233535.8
MPV17,ENSG00000115204.14,ENST00000380044.5
GTF3C2,ENSG00000115207.13,ENST00000359541.6
EIF2B4,ENSG00000115211.15,ENST00000493344.6
NRBP1,ENSG00000115216.13,ENST00000379863.7
ITGB6,ENSG00000115221.11,ENST00000283249.6
FNDC4,ENSG00000115226.9,ENST00000264703.3
ITGA4,ENSG00000115232.13,ENST00000397033.6
PSMD14,ENSG00000115233.11,ENST00000409682.7
SNX17,ENSG00000115234.10,ENST00000233575.6
ASB3,ENSG00000115239.21,ENST00000263634.7
PPM1G,ENSG00000115241.10,ENST00000344034.4
PDE1A,ENSG00000115252.18,ENST00000435564.5
REEP6,ENSG00000115255.10,ENST00000233596.7
PCSK4,ENSG00000115257.15,ENST00000300954.9
GCG,ENSG00000115263.14,ENST00000418842.6
APC2,ENSG00000115266.11,ENST00000535453.5
IFIH1,ENSG00000115267.6,ENST00000263642.2
RPS15,ENSG00000115268.9,ENST00000593052.5
GCA,ENSG00000115271.10,ENST00000437150.6
INO80B,ENSG00000115274.14,ENST00000233331.11
MOGS,ENSG00000115275.12,ENST00000233616.8
TTC31,ENSG00000115282.19,ENST00000233623.9
NDUFS7,ENSG00000115286.19,ENST00000233627.13
PCGF1,ENSG00000115289.13,ENST00000233630.10
GRB14,ENSG00000115290.9,ENST00000263915.7
CLIP4,ENSG00000115295.19,ENST00000320081.9
TLX2,ENSG00000115297.10,ENST00000233638.7
SPTBN1,ENSG00000115306.15,ENST00000356805.8
AUP1,ENSG00000115307.16,ENST00000377526.3
RTN4,ENSG00000115310.17,ENST00000337526.10
HTRA2,ENSG00000115317.11,ENST00000258080.7
LOXL3,ENSG00000115318.11,ENST00000264094.7
DOK1,ENSG00000115325.13,ENST00000233668.9
GALNT3,ENSG00000115339.13,ENST00000392701.7
POLE4,ENSG00000115350.11,ENST00000483063.1
TACR1,ENSG00000115353.10,ENST00000305249.9
CCDC88A,ENSG00000115355.16,ENST00000336838.10
ACADL,ENSG00000115361.7,ENST00000233710.3
EVA1A,ENSG00000115363.13,ENST00000233712.5
MRPL19,ENSG00000115364.13,ENST00000393909.6
LANCL1,ENSG00000115365.11,ENST00000443314.5
WDR75,ENSG00000115368.9,ENST00000314761.8
EFEMP1,ENSG00000115380.19,ENST00000394555.6
REG1A,ENSG00000115386.5,ENST00000233735.1
FANCL,ENSG00000115392.11,ENST00000402135.7
FN1,ENSG00000115414.18,ENST00000354785.8
STAT1,ENSG00000115415.18,ENST00000361099.7
GLS,ENSG00000115419.12,ENST00000320717.7
PAPOLG,ENSG00000115421.12,ENST00000238714.7
DNAH6,ENSG00000115423.18,ENST00000389394.7
PECR,ENSG00000115425.13,ENST00000265322.7
UNC50,ENSG00000115446.11,ENST00000409975.5
IGFBP2,ENSG00000115457.9,ENST00000233809.8
ELMOD3,ENSG00000115459.17,ENST00000409344.7
IGFBP5,ENSG00000115461.4,ENST00000233813.4
USP34,ENSG00000115464.14,ENST00000398571.6
EFHD1,ENSG00000115468.11,ENST00000264059.7
KCNJ13,ENSG00000115474.6,ENST00000233826.3
CCT4,ENSG00000115484.14,ENST00000394440.7
GGCX,ENSG00000115486.11,ENST00000233838.8
NEU2,ENSG00000115488.3,ENST00000233840.3
EHBP1,ENSG00000115504.14,ENST00000263991.9
OTX1,ENSG00000115507.9,ENST00000366671.7
TXNDC9,ENSG00000115514.11,ENST00000264255.7
COQ10B,ENSG00000115520.8,ENST00000263960.6
GNLY,ENSG00000115523.16,ENST00000524600.5
SF3B1,ENSG00000115524.15,ENST00000335508.10
ST3GAL5,ENSG00000115525.17,ENST00000638572.1
CHST10,ENSG00000115526.10,ENST00000264249.7
PDCL3,ENSG00000115539.13,ENST00000264254.10
MOB4,ENSG00000115540.14,ENST00000323303.8
HSPE1,ENSG00000115541.10,ENST00000233893.9
KDM3A,ENSG00000115548.16,ENST00000409556.5
PLCD4,ENSG00000115556.13,ENST00000450993.6
CHMP3,ENSG00000115561.15,ENST00000263856.8
ZNF142,ENSG00000115568.15,ENST00000411696.6
IL1R2,ENSG00000115590.13,ENST00000332549.7
PRKAG3,ENSG00000115592.11,ENST00000439262.6
SMYD1,ENSG00000115593.14,ENST00000419482.6
IL1R1,ENSG00000115594.11,ENST00000410023.5
WNT6,ENSG00000115596.3,ENST00000233948.3
IL1RL2,ENSG00000115598.9,ENST00000264257.6
IL1RL1,ENSG00000115602.16,ENST00000233954.5
IL18R1,ENSG00000115604.10,ENST00000409599.5
IL18RAP,ENSG00000115607.9,ENST00000264260.6
SLC9A2,ENSG00000115616.2,ENST00000233969.2
FHL2,ENSG00000115641.18,ENST00000409807.5
MLPH,ENSG00000115648.13,ENST00000264605.7
CNPPD1,ENSG00000115649.15,ENST00000409789.5
UXS1,ENSG00000115652.14,ENST00000283148.11
ABCB6,ENSG00000115657.13,ENST00000265316.8
STK16,ENSG00000115661.13,ENST00000409638.7
SLC5A7,ENSG00000115665.8,ENST00000264047.2
HDLBP,ENSG00000115677.16,ENST00000391975.5
PPP1R7,ENSG00000115685.14,ENST00000234038.10
PASK,ENSG00000115687.13,ENST00000358649.8
STK25,ENSG00000115694.14,ENST00000316586.8
TPO,ENSG00000115705.21,ENST00000345913.8
PROC,ENSG00000115718.17,ENST00000234071.7
ID2,ENSG00000115738.9,ENST00000234091.8
TAF1B,ENSG00000115750.16,ENST00000263663.9
HPCAL1,ENSG00000115756.12,ENST00000620771.4
ODC1,ENSG00000115758.12,ENST00000234111.8
BIRC6,ENSG00000115760.14,ENST00000421745.6
NOL10,ENSG00000115761.15,ENST00000381685.9
PLEKHB2,ENSG00000115762.16,ENST00000403716.5
GORASP2,ENSG00000115806.12,ENST00000234160.4
STRN,ENSG00000115808.11,ENST00000263918.8
CEBPZ,ENSG00000115816.14,ENST00000234170.9
PRKD3,ENSG00000115825.9,ENST00000379066.5
DCAF17,ENSG00000115827.13,ENST00000375255.7
QPCT,ENSG00000115828.16,ENST00000338415.7
RAB3GAP1,ENSG00000115839.17,ENST00000442034.5
SLC25A12,ENSG00000115840.13,ENST00000422440.6
RMDN2,ENSG00000115841.19,ENST00000234195.7
DLX2,ENSG00000115844.10,ENST00000234198.8
LCT,ENSG00000115850.9,ENST00000264162.6
DARS,ENSG00000115866.10,ENST00000264161.8
SRSF7,ENSG00000115875.18,ENST00000313117.10
SDC1,ENSG00000115884.10,ENST00000381150.5
PLCL1,ENSG00000115896.15,ENST00000428675.5
SLC1A4,ENSG00000115902.10,ENST00000234256.3
SOS1,ENSG00000115904.12,ENST00000426016.5
KYNU,ENSG00000115919.14,ENST00000264170.8
WIPF1,ENSG00000115935.17,ENST00000392547.6
ORC2,ENSG00000115942.8,ENST00000234296.6
COX7A2L,ENSG00000115944.14,ENST00000378669.5
PNO1,ENSG00000115946.7,ENST00000263657.6
ORC4,ENSG00000115947.13,ENST00000535373.5
PLEK,ENSG00000115956.9,ENST00000234313.7
RND3,ENSG00000115963.13,ENST00000375734.6
ATF2,ENSG00000115966.16,ENST00000264110.6
THADA,ENSG00000115970.18,ENST00000405006.8
AAK1,ENSG00000115977.18,ENST00000409085.8
TRAK2,ENSG00000115993.12,ENST00000332624.7
C2orf42,ENSG00000115998.7,ENST00000264434.6
TIA1,ENSG00000116001.15,ENST00000433529.6
PCYOX1,ENSG00000116005.11,ENST00000433351.6
KISS1R,ENSG00000116014.9,ENST00000234371.9
EPAS1,ENSG00000116016.13,ENST00000263734.4
ARID3A,ENSG00000116017.10,ENST00000263620.7
SUMO1,ENSG00000116030.16,ENST00000392246.6
CD207,ENSG00000116031.8,ENST00000410009.4
GRIN3B,ENSG00000116032.5,ENST00000234389.3
VAX2,ENSG00000116035.3,ENST00000234392.2
ATP6V1B1,ENSG00000116039.12,ENST00000234396.9
NFE2L2,ENSG00000116044.15,ENST00000397062.7
MSH6,ENSG00000116062.14,ENST00000234420.9
PLEKHA3,ENSG00000116095.10,ENST00000234453.9
SPR,ENSG00000116096.5,ENST00000234454.5
EPHA4,ENSG00000116106.11,ENST00000281821.6
PARD3B,ENSG00000116117.17,ENST00000406610.6
FARSB,ENSG00000116120.9,ENST00000281828.6
ALMS1,ENSG00000116127.17,ENST00000613296.4
BCL9,ENSG00000116128.10,ENST00000234739.7
PRRX1,ENSG00000116132.11,ENST00000239461.10
DHCR24,ENSG00000116133.12,ENST00000371269.8
DNAJC16,ENSG00000116138.12,ENST00000375847.7
MARK1,ENSG00000116141.15,ENST00000611084.4
TNR,ENSG00000116147.16,ENST00000367674.6
MORN1,ENSG00000116151.13,ENST00000378531.7
GPX7,ENSG00000116157.5,ENST00000361314.4
CACYBP,ENSG00000116161.17,ENST00000367679.6
SCP2,ENSG00000116171.17,ENST00000371514.7
TPSG1,ENSG00000116176.6,ENST00000234798.4
PAPPA2,ENSG00000116183.10,ENST00000367662.4
RALGPS2,ENSG00000116191.17,ENST00000367635.7
ANGPTL1,ENSG00000116194.12,ENST00000234816.6
CEP104,ENSG00000116198.12,ENST00000378230.7
FAM20B,ENSG00000116199.11,ENST00000263733.4
TCEANC2,ENSG00000116205.13,ENST00000234827.5
TMEM59,ENSG00000116209.11,ENST00000234831.9
LRRC42,ENSG00000116212.14,ENST00000371370.7
WRAP73,ENSG00000116213.15,ENST00000270708.11
NPHS2,ENSG00000116218.12,ENST00000367615.8
MRPL37,ENSG00000116221.15,ENST00000605337.5
ICMT,ENSG00000116237.15,ENST00000343813.9
RPL22,ENSG00000116251.10,ENST00000234875.8
CHD5,ENSG00000116254.17,ENST00000262450.7
QSOX1,ENSG00000116260.16,ENST00000367602.7
STXBP3,ENSG00000116266.10,ENST00000370008.3
PHF13,ENSG00000116273.5,ENST00000377648.4
ERRFI1,ENSG00000116285.12,ENST00000377482.9
PARK7,ENSG00000116288.12,ENST00000493678.5
KIAA1324,ENSG00000116299.16,ENST00000369939.7
OPRD1,ENSG00000116329.10,ENST00000234961.6
AMPD2,ENSG00000116337.15,ENST00000256578.7
SRSF4,ENSG00000116350.16,ENST00000373795.6
MECR,ENSG00000116353.15,ENST00000263702.10
KCNC4,ENSG00000116396.14,ENST00000369787.7
EDEM3,ENSG00000116406.18,ENST00000318130.12
WDR77,ENSG00000116455.13,ENST00000235090.9
ATP5PB,ENSG00000116459.10,ENST00000369722.7
RAP1A,ENSG00000116473.14,ENST00000369709.3
HDAC1,ENSG00000116478.11,ENST00000373548.7
CAPZA1,ENSG00000116489.12,ENST00000263168.3
S100PBP,ENSG00000116497.17,ENST00000373475.9
RNF19B,ENSG00000116514.16,ENST00000373456.11
SCAMP3,ENSG00000116521.10,ENST00000302631.7
TRIM62,ENSG00000116525.13,ENST00000291416.9
ASH1L,ENSG00000116539.12,ENST00000392403.7
DLGAP3,ENSG00000116544.11,ENST00000373347.5
SFPQ,ENSG00000116560.10,ENST00000357214.5
RHOU,ENSG00000116574.5,ENST00000366691.3
GON4L,ENSG00000116580.18,ENST00000368331.5
ARHGEF2,ENSG00000116584.17,ENST00000361247.8
LAMTOR2,ENSG00000116586.11,ENST00000368305.8
MEF2D,ENSG00000116604.17,ENST00000348159.8
DOCK7,ENSG00000116641.17,ENST00000251157.10
SRM,ENSG00000116649.9,ENST00000376957.6
FBXO2,ENSG00000116661.10,ENST00000354287.4
FBXO6,ENSG00000116663.10,ENST00000376753.8
C1orf21,ENSG00000116667.13,ENST00000235307.6
SWT1,ENSG00000116668.12,ENST00000367500.8
MAD2L2,ENSG00000116670.14,ENST00000235310.7
DNAJC6,ENSG00000116675.15,ENST00000371069.4
LEPR,ENSG00000116678.19,ENST00000349533.10
IVNS1ABP,ENSG00000116679.15,ENST00000367498.7
KIAA2013,ENSG00000116685.15,ENST00000376572.7
MFN2,ENSG00000116688.16,ENST00000235329.9
PRG4,ENSG00000116690.12,ENST00000445192.6
MIIP,ENSG00000116691.10,ENST00000235332.5
SMG7,ENSG00000116698.21,ENST00000507469.5
NCF2,ENSG00000116701.14,ENST00000367535.7
PDC,ENSG00000116703.13,ENST00000391997.2
SLC35D1,ENSG00000116704.7,ENST00000235345.5
PLA2G4A,ENSG00000116711.9,ENST00000367466.3
GADD45A,ENSG00000116717.12,ENST00000370986.8
PRAMEF1,ENSG00000116721.9,ENST00000332296.7
PRAMEF12,ENSG00000116726.4,ENST00000357726.4
WLS,ENSG00000116729.13,ENST00000354777.6
PRDM2,ENSG00000116731.22,ENST00000235372.11
RGS2,ENSG00000116741.7,ENST00000235382.6
